group,video_id,publishedAt,author,text,likeCount
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:58:41Z,@bichinabichina4452,mid,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:57:41Z,@кирусядеточкина,"THEY&#39;RE SOOO SWEET I REALLY LOVE IT, GUYS I&#39;M YOUR FAN❤❤❤",0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:57:40Z,@Mama_Aqila01,"Vibes nya prince bgt ga sih? Para prince yg lagi keluar kastil buat liburan, menurut gw gitu soalnya 😂😍 suka bgt, jarang kan ya skrg BG konsepnya kyk gini",0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:57:24Z,@leeknooooow,이 옵션을 선택하면 이 옵션을 선택할 수 있습니다♥️😍😅,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:57:08Z,@loove143_,"0:14 &quot;representing KOZ&quot; I can&#39;t handle that, Jaehyun is way to cute omgg 😭",146
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:57:05Z,@rrraissy,these guys are crazy!!,2
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:55:49Z,@solhwa4334,americacore,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:54:42Z,@miorionz,QUE BUEN GRUPO VOY A SEGUIRLOS,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:54:01Z,@SVGARTiTZ,LETS GOOO,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:53:13Z,@paigemc2107,I&#39;m into it!! This is a vibe!! 😆,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:51:34Z,@アールグレイドール,センスの塊すぎて震える(̨̡ ¨̮ )̧̢ 〜♡ ウナクくんのサビかわいいよぉ,2
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:51:32Z,@winter5185,I LOVE THIS NEW GROUP ALREADY,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:50:38Z,@yyubtim8769,Ey,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:49:35Z,@ricver33,and stop mention newjeans,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:49:09Z,@MinAri_Ari,Love these boys!!!,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:49:02Z,@SafaAyoub,Oh,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:48:16Z,@chrise.alcivar9381,I’m already a fan bro…tf,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:47:01Z,@asm9560,Let your future be bright like one and only BTS❤,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:46:47Z,@tabsidu3626,Woah i really like this song,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:46:18Z,@intakies,ATEE,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:46:10Z,@justkeepgroovin,"Oh I love the music director of Boynextdoor so much, indeed Zico is a music genius, I&#39;m so happy he&#39;s behind the group!!",0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:45:44Z,@unnamedchar,Liked it. Waiting for next,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:44:57Z,@dazzlingangels0707,im im love with this group already 😂,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:44:28Z,@AnaluizA-hn9bx,CUTEEEEEEE,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:44:25Z,@aaronburrsir6347,I can tell by the mall this was filmed in the U.S and as an American K-pop fan LET ME FIND OUT THEY FILMED IT IN THE MALL I ALWAYS GO TO,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:44:10Z,@리라-x6v,지코야 어디서 이런애들을 구해온거니 정말 노래도좋고 대박날거같네,55
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:44:09Z,@AHJ_Agency,This is so cute,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:43:22Z,@samarkorean9544,❤❤,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:42:57Z,@alesslopez1868,"Me gusta la vibra que traen, por un futuro grandioso",0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:42:17Z,@marcelaslo205,They give positive vibes ❤,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:41:52Z,@꽃노루김효진,지코가 준비중이다던 그룹 드뎌 세상 밖으로 나왔네&gt;_&lt; 비비씨라서 너무 기대했었는데 기대 이상으로 프로듀싱해서 내보내네. 데뷔 축하드리고 지코 수고많았어요!,74
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:39:55Z,@ahmed_mahmud40,Buenisima,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:38:57Z,@dannavillamil132,LOS STANEO PERO YAAAAA,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:38:55Z,@nawar14,am I the only one who hears hongjoong&#39;s voice in some parts??,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:38:41Z,@insomniatic991,you wanna be gowon so bad 🤣🤣🤣,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:38:38Z,@csashagift.our.blood.is.pu601,I cant wait to see their stage performances....🎉 fighting 🙂🔥,5
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:38:05Z,@wingwing1008,やっぱり優勝だわ,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:37:56Z,@refoultra,BOYNEXTDOOR &#39;BND&#39; pendatang baru yang keren menurutku :) keep creative and kind.,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:36:11Z,@oooshio,ほんとにほんとに音楽がどどどタイプで好き顔しかいなくてどーーーせみんないい子たちなんでしょ,39
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:35:28Z,@lilsels,"They have such an uplifting summer vibe, I’m loving itttt",5
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:34:10Z,@유동-h8q,오 노래가 지코느낌남;,5
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:34:03Z,@chiyoragi8991,I love them so much what should I do 😭,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:32:12Z,@tyunsworld,THE BRIDGE OMG,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:31:55Z,@moshka7648,Прикольно),0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:31:34Z,@stephanielee2959,"can&#39;t keep up, why is there a lot of Boygroup being uploaded in Hybe channel? What did I miss?",1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:28:01Z,@justusyouknow,bunlar kim?,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:27:32Z,@iamstaypuppym,I ALREADY LOVE THEM,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:26:15Z,@dianaarquerosmedrano2584,Tenia la esperanza de encontrar a JJ 😢,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:26:02Z,@ijellyfishu,oh yea!!!word up,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:25:52Z,@zeo9734,"So so so I Love you All,. Cute",0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:25:52Z,@MayYt-iq3mk,What title of BL series?,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:23:18Z,@evangelistedithagbontaen4540,Literally new Jens boy version kgroup😂❤😊,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:21:59Z,@swthrtsofia,Uhh jayden from Dhar man what are you doing here 😭 am i the only one who realised this??,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:21:49Z,@my_Ald1,They&#39;ll is so gorgeous and adorable 🥰 I love them so much,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:19:58Z,@stinkyjosh,this is better than what ENHYPEN has released omfgg!!!,4
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:19:51Z,@mais5131,I missed this sound in K-pop !! Giving winner/ iKON vibes They&#39;re so cute too ! I&#39;m a fan,5
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:19:46Z,@IZNATION_7,A new group?,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:19:01Z,@reginaotto6959,This group really gives me ikon and bigbang vibes!! absolutely love it,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:18:35Z,@miamia2312,block b music but softer lol i love it,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:17:56Z,@ferskis,ITS REALLY COOL!!! BOYNEXTDOOR LETS GOOO,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:17:42Z,@rikap713,"Me canto, es un grupo con un aura diferente y original, me encanta el estilo que tienen.",2
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:17:07Z,@dmvumaiza,JAYDEN?!!!! OMG DHAR MANN,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:16:51Z,@paimdaim,"когда увидела название без просмотра, то подумала что очередная песня про ван энд онли лав но нет. так круто что они познокомили с этой песней себя. звучание песни очень отличное. всё прям в стиле Зико. сам клип очень свежий. мне понравилась момент где они танцевали в шоп бутике. это выглядело ново. крутые ребята. Зико и твои ребята отлично постарались. думаю они будут очень успешны. все еще подумываю начать ли стэнит их. хочу ознокомительное видео в их оф ютуб канале или влог, чтобы познакомиться и узнать их поближе! ❤",6
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:15:28Z,@Solo06_solo06,오우 노래가 생각보다 중독성있고 좋은걸 입에 착착 감기넹❤,57
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:15:14Z,@lwo_owl,Such a nice debut song ❤,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:14:25Z,@nini-wo4ot,Expect great success from these guys ❤,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:13:41Z,@makotomato5380,Does anyone know this mall? 1:52 it looks so familiar,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:12:41Z,@manoban7399,amoooooooooooooooo,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:12:21Z,@h3llo_k1tty12,I love so much the concept of this group they have a lot potential,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:11:28Z,@dali._.,Me gustó muchoooo creo que encontré un nuevo grupo favorito 😍💙,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:10:59Z,@cxxai21,많이 사랑해주세요~~~~,15
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:10:40Z,@Blhabkha,So amazing love the concept and everything I Stan have a successful debut 🩵,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:10:39Z,@kyuhynn,is this the debut? anyways ate,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:10:09Z,@zamnx_5896,Me encanta la canción y la vibras q dan 😺💗,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:09:46Z,@ttub2,무ㅜ야 그럼 타이틀까지 뮤비 3개 나오는거임??,3
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:09:01Z,@sofiapereira3765,So cool!!! BoyNextDoor 💙💙,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:08:35Z,@iva793,I will be a fan🥺💙,3
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:08:15Z,@A1441,Looks promising as an introductory video. I wish them well.,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:07:19Z,@grlsunki,Gosteii,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:07:17Z,@_sunoolover_,Give the guys all the support they deserve 💗,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:06:53Z,@Life_Line567,Nice,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:04:57Z,@purrrfectt,SLAAYYYYY,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:04:35Z,@kaceytkm8788,Is this their official debut or another side track?,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:04:24Z,@clouheav,余裕で期待を超えてくる新人、、、,4
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:03:52Z,@saff1223,no se que grupo es pero me encanto la canción,3
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:03:46Z,@bangjeeminlvr,Yasss,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:03:15Z,@СветланаГребенюк-к7о,Бесподобные мальчишки ! 💖👍🇷🇺,90
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:02:51Z,@Yasmine-n7j,&lt;3,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:02:01Z,@yungyus_hat,WOAH!?!?,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:01:50Z,@jadenoften,THEY SLAPPED SO HARD,2
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:01:21Z,@kadidjasacko5665,J&#39;adore,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:00:55Z,@daisuki9222,I LOVE BOY NEXT DOOR! CANT WAIT FOR MORE,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:00:25Z,@ricver33,my boy woonhak ate,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:00:16Z,@hey2128,또 새로운 보이그룹 느낌이라 좋음 근뎈ㅋㅋㅋㅋㅋㅋ지코노래같음ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ당연함 지코가 만든거임,4
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T20:00:10Z,@seydingarcia7769,Primera vez que los veo y me gustó,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:59:50Z,@_gaby_quinsa_,Que buena canción,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:57:53Z,@ingyinpyaehnin6707,this song makes me si addicting i prefre this concept they nailed it❤,2
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:56:48Z,@ricver33,stop mention enhypen pls this is boynextdoor not enh!!,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:56:32Z,@Julia_Mkr,"Спасибо ребята, очень позитивно и привлекает! Вы такие лапочки 🤭🤭🤭🥰🥰🥰",1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:54:44Z,@ilichusmch521,우아아아 너무 좋아!!!😻,2
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:54:23Z,@iki8400,vaya vaya,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:53:12Z,@betinacorrea7658,아아!,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:51:04Z,@ヲタク人,운학~🧸♡,2
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:50:52Z,@Hannie200,❤❤🎉,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:50:03Z,@Jkheartme,Umm the song is really catchy,5
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:49:48Z,@trollfalgar,Their vocal colors are shining here and im living for it ❤,62
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:49:45Z,@MilkisVanilla,"Me gusta, es una canción suave pero no cutie, es muy disfrutable sin sentirse pesada Buenos vocales, y me gusta la vibra le doy 10/10 ❤",0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:49:12Z,@Gragra...,Muy bueno,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:49:00Z,@julesishere7836,They&#39;re so bubbly and cute,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:48:49Z,@whyparkjiminnotridejimin,01:40 Adorable,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:47:46Z,@rosioj739,"q carismáticos, q lindosss",0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:47:32Z,@whyparkjiminnotridejimin,They&#39;re so cute🥺,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:47:28Z,@Yasmine-n7j,451K,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:47:17Z,@ladysophystikatty8623,"데뷔 축하해요, 너무 쪼아해요",23
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:47:12Z,@whyparkjiminnotridejimin,This is a vibe💅🏻,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:46:50Z,@evaa2292,cute and fun,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:46:05Z,@toulouse9043,FLOP,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:44:57Z,@ariannakei8426,❤❤❤❤,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:44:12Z,@NuNu__,Congratulations I like it x,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:43:22Z,@amir.rdehghan9948,Cool,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:43:00Z,@s4risari,This concept is very fresh and I love how the boys fit perfectly into it. BOYNEXTDOOR FIGHTING! ❣,59
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:42:41Z,@margaritacortes6768,Yeeee me encanto 👏👏👏,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:42:31Z,@septseptt,Bunlar çok yakışıklı olm,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:42:18Z,@_Harukki,STAN BOYNEXTDOOR,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:41:30Z,@sttarwinterr,اول مره اشوف هاي الفرقه وحيل حبيت الاغنيه !! 🌟,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:41:12Z,@nupalito,I like it,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:40:45Z,@s4risari,YAY! ANOTHER BANGER FROM BOYNEXTDOOR .🤩 I totally loved it. Can&#39;t wait for their debut song coming out next week. ❤,14
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:40:39Z,@IZUM_99,"I love it and this has a great personality story who likes clothes, and feeling lived and loved. BoyNextDoor, you guys are my new jam now! 💙",2
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:40:13Z,@julli9818,"Песня прекрасна, хорошо постарались.",1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:39:38Z,@luiza6840,woww i like this one better. they&#39;re so cute 💘,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:39:27Z,@leeknowcat_,"Son muy lindos y talentosos, mereces todo el apoyo ❤",0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:39:02Z,@pink._.ribbonss,"Ah, I love their concept sm-",0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:38:39Z,@milamiller8337,Какие красивые все🥰,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:37:39Z,@HarsYz,Sarıyorr,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:37:37Z,@npc_LetYaga,I like how it sounds!! And MV is so refreshing too,2
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:37:12Z,@HarsYz,Ay çok beğendim,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:36:36Z,@user-ik1qj8ni4o,"This is super fun. I really like the song and the beat. Like it makes you wanna song and dance along to it. Ngl though, the words are a bit odd. But other than that- I like the tune a lot. It sounded cool when one of em whispered “I’m the one and only” haha. I can’t wait to see what ell lol we these guys give us 💜🔥",3
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:36:18Z,@キレテツ-s9n,これは売れる,2
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:35:43Z,@yoopi.e,"So fresh.... really, i can feel Zico vibe👍🏻",3
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:34:55Z,@azzywazzy11,This a vibe no capppppppppppp,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:34:53Z,@h00nschip,theyre all so talented n pretty,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:34:27Z,@silverberry3949,this was really cute ngl~,4
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:34:19Z,@ahuman3064,There&#39;s one boy thats smiling 90% of the time lol i cant help but look his way who is heeee,6
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:32:44Z,@lauracastillochaverra235,...,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:31:59Z,@joanzhou8708,好听啊啊啊喜欢,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:31:34Z,@Rickylover_wife,They met higher than my expectations,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:31:14Z,@NARUTOUZUMAKI-dh8it,SUNGHOON WHAT ARE YOU DOİNG THERE PWÖAMDLWŞAÖDPAĞZMEPŞWKDOWPDKKE,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:31:05Z,@hanaadulset7,Oh they ate ateee,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:30:22Z,@virianelui8628,Oh i love it,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:29:57Z,@Dearturtle_,"0:26 sounds so much like sunghoon, i love the vibe of this song.",1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:29:50Z,@neowneohawhaya,Such a refreshing song,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:29:31Z,@miss.moody1,They remind me of txt when they just began,4
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:29:11Z,@bangpink2771,omgg,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:28:34Z,@reniyatado,This is so awesome ❤,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:27:56Z,@purple_black_2,2023/5/25 پێنج شەممە Wow so perfect i love it😍😇💜,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:27:50Z,@Yasmine-n7j,425k,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:27:25Z,@しっぽ-u2w,曲もMVもセンスの塊❤何度もリピします✨,27
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:27:22Z,@shoinluv,theyre so refreshing and it feels like cozy im so fr,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:26:58Z,@ouafaeblal1934,I like their concept ❤ It&#39;s very clear and simple Make you wanna hear more &amp; more,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:26:16Z,@Victoria-mz6df,Song of the summer!!,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:26:09Z,@melodysong9453,"there’s something so refreshing about them and their silly, boy next door concept, added onto their not quite conventional debut with zico’s sound. definitely looking forward to them in the future! BOYNEXTDOOR, fighting!!! 🫶🫶🫶",882
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:26:00Z,@user-oz3tx7oc3t,Beautiful 👍🏻👍🏻,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:25:55Z,@jwthinker_,"I love their concept sm, it just feels like watching a bunch of friends",90
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:25:51Z,@taeminted1204,the side eye from that guy in the white hat at the end 😂,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:25:36Z,@jensenackleshunter,Estou Apaixonada por esse mv!!!,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:25:09Z,@Monmiwv,다들 너무 잘생겼다,3
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:24:45Z,@cecil1108,❤❤❤❤,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:24:38Z,@Monmiwv,좋아요 정말 &lt;3,2
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:24:37Z,@usakoara1968,いいわぁ🎉 New jeansのボーイズ版みたい 中毒性のある爽やかさ😊,2
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:22:41Z,@Yasmine-n7j,415k,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:22:38Z,@sera6012,the song is very boynextdoor very Zico!,4
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:22:23Z,@coffee_lover_boy,Se siente como la mezcla perfecta entre BTS y NewJeans &lt;3 Amé este debut,2
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:22:10Z,@Dorameira-i14l,👏👏👏👏gostei da música 🎶 ❤️,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:21:54Z,@Amy-if9yc,"всё было настолько креативным начиная с самого начала, сначала двери потом доставка и теперь целая песня. Восторг!",1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:21:51Z,@oiNattou,0:00 - 3:00 best part of mv 🥰,2
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:21:50Z,@panchayliriyuwa,está bonita la rola de los vecinitos,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:21:07Z,@leylele,This song is such a vibe 😊,12
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:21:05Z,@galaxy9303,this is so catchy and the vibe is so nice,6
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:21:05Z,@seokjinthusiast,",,,,I did not expect to see a very American shopping mall in this video 😂😂😂 anyway, you can tell how much fun these boys are having, it’s infectious ☺️☺️☺️ I hope they enjoy themselves a lot and know their hard work is valued by their fans. 👏🏽👏🏽👏🏽",6
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:20:14Z,@andrewignacio6873,They give me baby Block B/B1A4/Ikon vibes. Kinda into it :),11
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:19:34Z,@Yasmine-n7j,Leehan,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:19:17Z,@ava.akha237,I think I fell in love with them.,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:19:16Z,@Yasmine-n7j,Boy next door,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:18:46Z,@ssyawssyaw,Lucu amat woonhak selalu senyuuuum ❤ our newest sunshine 🌞✨,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:18:36Z,@miho3x,musica boa slk,1
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:18:08Z,@Vancm29,Espectacular,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:18:05Z,@ccakes_,"Knock, Knock! I love BoyNextDoor 🚪❤️",0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:17:57Z,@Yasmine-n7j,405k,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:17:43Z,@ashleyliana9771,The aesthetic in this video is immaculate,3
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:17:32Z,@Be.different-p7h,This is actually such a vibe,4
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:17:18Z,@plantaa7006,un nugu paso y dijo,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:17:08Z,@lemizinga7578,They all know how to charm when the camera is on them.. really charismatic for a rookie... congratulations,185
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:17:00Z,@adrianabaker6150,Me encanta,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:16:54Z,@nini2822,"Bro, what is that dhar mann kid doing there? MIKEYY",0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:15:59Z,@the8ily.,Offf ölürümmm şarkı çok iiiiii,0
BOYNEXTDOOR,jizAb-SLvtM,2023-05-25T19:15:52Z,@deyar9070,Army:fighting boynextdoor,1
